N,P,K,temperature,humidity,ph,rainfall,label
47.04049665776617,54.31665736252141,30.21656500924807,19.957265455584412,64.14865798067993,7.426817943301611,41.63727284732028,lentil
49.312881721321524,50.805947948190436,27.667983857316976,20.11569530542356,62.72417112190146,6.550378904995458,59.25678279925399,lentil
31.141124130768393,55.9576731981705,22.393524810371577,15.551486378805956,66.10707201835085,6.23061774004631,53.933686453661615,lentil
40.317307397331945,57.06051361982064,24.136197601011652,25.672540367008907,62.96706115246798,6.698899885218727,53.315943314973204,lentil
22.208202594336402,41.798084595986424,21.646655910250825,26.98177683880951,62.47277572547065,6.651332804785472,42.22981892439912,lentil
45.3699378093167,51.09706919860577,36.79175707129774,28.102518042979053,60.42392163535666,6.626027953213481,44.961173418475354,lentil
23.457172134007518,49.02282657443987,23.815603426870613,15.71922733992388,69.37539602174338,6.384532458074913,51.37659679320137,lentil
29.8031930334463,62.22098699473233,23.284143708503052,22.62398970920257,62.44056739352861,6.408708758440779,54.5449307133014,lentil
29.07010642125087,49.81290303908679,23.681636457771877,18.440541399570087,60.025071286122184,6.315913278807372,57.18544462523219,lentil
28.28973120290341,44.81137787805739,37.364436736205825,28.22752035704005,66.87115639835088,6.917087768625063,44.387829056445796,lentil
42.034263661958725,50.85755664023492,21.72081757440378,15.71066015140362,60.103381738287446,6.706901424046801,56.02385898488757,lentil
27.224698536022853,58.66863317758938,30.277951932958143,22.937265260554586,60.66400747592098,7.101244975338265,51.02499966882121,lentil
41.31094799219649,53.86679245368898,29.584772703462495,26.322859915847467,63.466508518546014,7.1778680262843295,52.72309182591701,lentil
27.92381399026779,60.55137601438,39.57979382523092,25.707608884275267,63.74546351983174,7.240362791241511,50.221345432350276,lentil
25.775233235592722,49.928333919819416,30.78664534235201,28.042459702599203,62.860295863126886,6.204794810482847,53.56874083265254,lentil
49.450224854611434,54.74953756825009,30.84073938641466,17.45628849684984,67.0640575801003,6.13098282102021,43.8115406806077,lentil
27.596765148203936,66.42640452784154,29.405665884142206,28.337542539873596,60.39119949875429,7.239787574242697,49.11260596068499,lentil
33.018023095470454,68.42574040795904,26.31316830006204,23.55433439914336,63.51397436534133,6.776378745207426,44.14731566632344,lentil
47.11879423451922,45.09394007243861,38.829968536193476,29.680936711732265,66.97121902132682,6.736204232969333,57.55831108257583,lentil
41.6791693005881,58.359739859717656,30.536702727150107,23.672853069954513,68.94671230986135,6.241766776200779,55.632194727204435,lentil
44.72331776308131,64.7687354340269,29.49079475741825,21.860865886801506,60.23135562914343,6.992262881866619,43.59788149417938,lentil
32.10081015362689,47.69789825903964,31.775762121546897,26.97153314175997,67.695278250235,6.504294269948737,47.68131698034199,lentil
30.967625042772138,45.310599810411944,35.36744375038895,29.613058041369563,66.24312338459792,7.440087645285331,59.25745814285264,lentil
40.5021410278938,53.32277822976221,33.120714808791874,21.941813862562448,64.33225426672661,7.340076503728225,53.75127203196607,lentil
26.456155243136894,50.19390767289316,39.25796168248968,29.060385355137456,67.57801349604071,6.151809194036427,44.29756075419572,lentil
33.686286957528544,40.474184528750854,34.3668932988396,18.930249958932116,62.120737722423925,7.487473078628417,54.66576441139122,lentil
32.62219949534836,45.3248538243398,25.71506373701323,16.956361486079707,60.87905118951465,6.01284792878565,44.4310481217291,lentil
36.43126062273677,63.59196579203258,39.9600864226318,19.00142479610311,60.47909282772476,6.902228769762238,43.929316412930746,lentil
40.0578867499559,52.95789415896681,24.07453209288851,22.981753242522878,62.23998258910504,6.800240774354908,44.015582672970396,lentil
24.443028989585734,68.98705908409853,26.13458452243238,18.174039623515096,64.5686419569323,6.817295565930361,59.40282287728315,lentil
39.90504181680559,43.950766529636915,23.594697025293257,27.993527231590264,62.34668665866098,6.784207293723497,41.220326479944546,lentil
24.758323297918018,63.68683945506845,37.160999737465644,15.108812541518192,66.56813466526042,7.189988639439122,58.23949629088315,lentil
48.02959305088904,56.9512266663357,30.067212279391484,21.6216426333684,66.64837466924973,6.748860966574034,48.8074517212119,lentil
26.40355098981304,69.66822217667723,39.63675275556846,24.702080185662687,63.90135342863827,7.271535303731147,59.62587639018854,lentil
47.04841787379203,61.622784405481404,36.16175777888221,18.71555372756101,65.03821902642892,7.004274226552017,57.77486403295448,lentil
24.36144102511101,46.44359319395671,30.292531361973012,17.659812104656076,69.37666162710678,7.450806618938468,48.337467895222034,lentil
33.55216089102103,67.44186864284005,36.89923182088172,28.363415636691144,67.19413396944418,6.792890908881034,55.04564729919822,lentil
27.401330498343285,59.43275004125617,38.09687928305664,17.580320780884676,64.00165499860913,6.876732651059069,51.68391156899514,lentil
23.24571414827345,51.67791158366899,39.428943485957504,20.181869424619222,67.2460780773181,6.356707259865803,49.614390996763724,lentil
34.865637589348935,55.97000222884134,38.38493890197718,22.608149411927727,62.12284792327468,6.778027585049474,47.09390024962485,lentil
35.69379651770163,61.141833062932555,25.55676629381054,22.52922723475926,61.368837289343126,7.016911459741429,44.01363932336443,lentil
41.001099099062834,54.271390750632975,27.046811871498413,20.14235226844067,65.9875778994441,7.05789822191972,54.22226316637372,lentil
25.57394057724893,51.029375602178646,22.870143326854762,19.772136874968393,63.60771174473136,6.046462160664242,41.40026975753619,lentil
45.47751189975242,64.28691713824027,28.926037484730543,28.330375704324936,61.37381542248927,6.299594530571252,59.50618005892653,lentil
25.397926976297153,41.27969802782151,25.152192408117134,29.975296024968287,60.61380933623803,6.170849517251147,54.33864309745667,lentil
44.26413988772505,64.75830128826234,36.72049646220548,18.664508272510837,69.63984607500939,6.849808011319073,42.198154208367484,lentil
37.56311850431584,69.74360626826888,27.03183871127605,23.566529699212673,66.4803278723276,6.865285609597439,54.02783794255474,lentil
30.711457471017816,65.09595493205185,20.317006795580493,22.07643168113148,63.77134478045035,6.009691316755099,50.150239039895986,lentil
47.86601085875377,68.44928488362376,24.222794303601383,26.286334221031552,65.78651038736402,6.252396460363201,49.772474765556666,lentil
29.24203443634788,59.8595684470173,35.7402229588331,26.645777920353435,69.49558261909885,6.274725196410237,43.13085733176978,lentil
46.411023681119204,64.981098866917,35.24677385397635,29.144869201355196,61.063066502169335,7.286371201322,43.82106751937532,lentil
42.90420132550319,58.051095728567134,20.88297092328322,18.926757717925263,61.75570950619953,7.096714164193515,54.87578159651649,lentil
20.142161155784546,64.49744886988387,26.73668935952536,15.980592733181838,64.22630222182492,7.0187334197732305,41.29352530042771,lentil
47.87698826512164,50.498753152839576,30.854241680165735,22.384358088106637,68.5561787163257,6.37270734981232,56.32514530604509,lentil
39.5973276566868,57.756183298478305,35.70992309851948,28.711363371957198,66.45223765808343,6.892675611674946,58.49990506100853,lentil
45.48028674259535,66.36256657060146,35.31840421997835,29.71788767942735,63.423639613412234,7.449475914355608,51.19213560945305,lentil
32.650712079975506,57.3252140343708,23.827663376614755,23.22793727386557,67.59983336791937,7.175413592796804,51.65049052346476,lentil
48.01085599703973,41.72633887716642,32.73780867552027,24.267202220414944,66.82365830138298,6.485106404370183,55.30745830829492,lentil
21.75912359538544,63.316253452134376,33.76552343661075,20.062392881473208,64.66015063909472,7.472249542082945,46.01824716335414,lentil
27.614537799822138,42.58277872563438,26.951936653353993,27.402049535528917,69.1376871883485,6.7514017486944295,58.3875088710913,lentil
42.88115036863593,47.717900525982685,35.371868169009886,19.395570097946475,67.00183036137852,7.306920836935254,58.02237501694612,lentil
32.26111960731966,69.6923999285196,34.36921417767875,24.059395393655567,62.8732646422815,7.109812228869255,50.30995593347408,lentil
40.95696454145502,58.74081417888523,26.723553199471187,17.354537234284688,66.9559089791279,6.006114093643608,50.72720843270987,lentil
49.87394071266728,58.52438102229614,31.433494978560645,20.824669124768775,67.72410222078358,7.494231972303362,41.448507278583875,lentil
32.3248821709135,68.57013308518711,24.926964463475294,26.371887915284972,65.51286226280627,7.120132392822652,45.857209910484514,lentil
35.15902923504715,52.60666751412842,28.081567025140078,20.89757939233687,62.65103138346726,7.117064732796373,43.64367966459632,lentil
48.93281976892705,63.8033888261089,28.914147891653894,16.764138152899235,63.15864535280882,6.182087389616241,45.701694857193246,lentil
49.699113403234115,65.06245158991555,22.555768085597236,15.42097153203166,67.32924537536178,6.036120338351478,52.764009126787414,lentil
35.814730691824806,61.57763050033815,20.822177540703645,20.96096240242582,66.55310151780523,7.185519744552536,46.628749673318,lentil
27.979457561150756,62.51341787818784,29.083521492427383,15.839146136154453,65.13507619002682,7.341807746895658,46.49422112812764,lentil
33.99383161989062,69.87607993718194,35.956334459882086,21.630319841089335,60.20936205463081,6.414330117446856,56.72837322267369,lentil
49.44086644953241,66.47498703042305,37.821122758273084,17.439711085596485,68.1934767668855,6.10573675017703,56.27076759785553,lentil
35.71019700476717,48.532179613060485,26.05244442474962,22.29571492790682,68.09485281956087,6.736763826081499,45.1025606556814,lentil
24.16213540153535,47.353299838104974,29.04188123639449,16.661381367624674,66.67554566633054,7.400026709467653,52.56870428249094,lentil
40.04444767046802,64.44718730010479,29.66708527538684,15.947560101538468,61.11437413366555,7.08760910500037,42.25702548302676,lentil
49.0362268988621,53.7508754167293,39.87280856417153,27.37289795704487,68.19116434324641,7.389711229645796,53.8170126973353,lentil
49.62877354966848,41.006490573084626,38.50740166495534,28.537491103399155,68.75306374771722,6.0529151258727865,40.96495699860138,lentil
28.308953571844327,49.495288795219196,26.44708384911276,18.29284805086219,62.04598551805789,6.9586922506494915,42.475854466628256,lentil
28.051711726898155,53.92276426254632,31.66238028469465,22.970921802277164,66.9921116817187,7.321638761772297,53.38054023826429,lentil
44.97554276001928,49.8825179023209,28.58607767062408,29.38153697650157,61.15744254533878,6.339991998293798,48.87175483585561,lentil
26.57111694334732,45.95030362349356,38.53703073924774,28.009753653102408,69.18038073616094,6.853877674822163,43.85133463762816,lentil
33.92978083195356,45.08695796209566,29.8300478689338,23.119482589070344,64.28524519834286,6.95584014634119,42.158389953084054,lentil
45.330881942483494,47.44912976934475,39.99375125154205,21.766120475065797,63.959408631263344,7.34906561032817,44.81977732894707,lentil
49.6911294535181,60.51297717369959,35.7390445671886,28.19556495490512,60.98469076960188,6.103478779601207,48.81928718823058,lentil
28.941452140587835,41.820445347671914,23.556114713495923,29.887123857443655,62.89820009776398,6.245665720190599,43.43475253823269,lentil
39.88342809171584,65.11524203302837,24.750943501593188,26.44296973986408,66.9179693804956,6.598459860945209,42.11926832776742,lentil
48.91358557724578,54.63184239684605,33.37667032867948,18.52806050984982,64.10399108607143,7.152353134334865,51.43761218166058,lentil
42.35821142889077,41.30080202834544,20.01030370511184,22.587664908289153,63.71764501796188,6.486065253307228,51.10426749604393,lentil
44.432066396346535,49.69842229352753,24.344092889111135,19.469561380541773,61.98580148411219,6.953907927288493,46.637836682808256,lentil
38.44417521620948,56.83602404794731,30.653905226517395,25.291045750626033,63.91476062394156,7.3392900133892685,41.191547361832285,lentil
22.066119238417294,44.17806991384926,32.01313440639723,20.632090900366954,63.64804290387301,6.263916677197843,53.96232534844981,lentil
41.87835691033417,50.72802088709759,24.515307501384456,29.94234801353514,67.79001079489763,6.462225794319928,55.22311400562824,lentil
29.524770238953295,51.89122824635612,39.35096371749715,15.469333716375786,61.12422010730668,6.590095080024321,59.627005836800635,lentil
24.99647989221968,66.54082092288733,23.79186855506584,23.803135813281244,69.89551082816673,7.030616956508965,53.33577545582107,lentil
26.4270599854504,62.13529377699162,32.83850617828057,17.128177707647893,69.31181221096121,6.629157116580275,43.000806138597,lentil
28.392647914642474,49.80018477379687,34.1454566320667,17.174662771161742,68.26573953774711,6.718082333442925,43.78233509864622,lentil
38.19400956018677,62.59301860864696,30.39857430405912,15.735787776500825,64.26908706155712,6.69435979556086,51.61216214267972,lentil
49.23984468289579,60.02883056366431,20.506376240797202,16.60375617190559,69.08981941491433,6.787543353617688,48.03809596910777,lentil
27.461471171864964,51.575260934264335,35.75485534074272,29.855748602926532,63.042307663042685,6.560405527510698,48.19351016420916,lentil
25.42967358077715,54.3826508437055,27.166491543700257,22.931166336418606,61.32320779786012,6.803111360780494,47.02016319201806,lentil
23.175367357488437,60.70176256292887,37.26545362858382,28.49546350328118,61.70610089176133,6.902747419703449,44.962141187015916,lentil
27.953308114855094,58.677209439328294,38.95834951383861,28.61586171566139,68.90916684134123,6.219726730954196,44.48435486357731,lentil
31.287405488886343,54.18637856012008,20.880698510577055,28.85120709704973,68.6695566021632,6.8332761199299314,51.97196479838629,lentil
26.447037887774236,68.38218678442658,23.178130791543058,28.479507845903182,63.17620950981596,6.963435343328289,45.8552022998414,lentil
33.73990893050062,62.25165261490362,25.215867702087735,26.504985963718383,68.39953976366714,7.40615799895245,52.29153307225913,lentil
43.52502435206044,62.13646539030967,30.74720118823717,28.153979895839033,67.80862692210198,6.826482678256037,44.41724889802609,lentil
40.749219843706975,66.65690332657826,28.997336314172074,24.090005008202045,69.17192867406864,6.027951612107304,43.93337132483937,lentil
25.199887490367708,54.65156694607723,24.64470043441022,16.716564347310406,60.995602302803206,6.4285814387737865,48.72549624865326,lentil
26.271749252189338,59.52473511002201,36.15315446550222,29.0647487827811,63.745486354240796,7.325023498128058,43.533215776919235,lentil
42.13721152780343,67.40920983603203,29.65895595227829,19.779812492892162,69.85803658999978,6.891719457667717,54.37942028012553,lentil
40.72480907133536,42.282435138349655,28.746889584860927,26.422201193583415,63.05493986061588,7.071656325103538,51.39904491669618,lentil
24.187939513467832,61.77082931612961,31.916153098490234,21.805756180433956,64.66591272232874,7.287515982811092,55.53034175130139,lentil
46.29835311914921,63.6668830282854,39.553111352960755,17.09309276737626,67.89581029929577,6.775928138700131,45.23903661209241,lentil
44.52364421777399,60.92589907111588,26.105679534429584,21.108144952004604,65.90257563525385,6.1441896779003065,56.19524287713986,lentil
35.434953089165035,63.915840179452765,20.914396078476095,23.84400129610796,69.28938032271644,6.615653404624109,54.64513933731487,lentil
24.875659356787843,49.137483874397006,33.070782270540306,23.080181961219417,67.403220494891,7.317655108106207,47.542837513419876,lentil
44.541878957884855,57.40458127675647,20.610992031898178,24.53310760013856,62.566209038044676,6.173608230989653,57.87777255906625,lentil
32.180727505831115,61.24484690626553,20.52351692247207,29.988835103781447,66.7957272880238,6.8360273314214615,55.30206041549336,lentil
46.588510493806965,55.9965508005064,31.629333025333423,18.96346289741038,60.232606344301345,7.212843740513686,50.8342474536504,lentil
47.03301050608047,47.820342987071044,30.409855935504915,16.206746548951525,66.25356193350741,7.467723817052291,49.40789827689548,lentil
30.497020062554633,48.24543295461733,20.180825078217048,36.18883331479516,53.61349901046156,6.674899901475521,61.913370700916325,pomegranate
22.652186971687946,26.178182910482818,36.088308948886976,33.22444735187722,58.5965165038296,6.662220223422424,61.056645636916116,pomegranate
49.99799573380683,35.79744165949664,32.30045983957224,32.59448891068804,59.43331397788256,6.663598551992954,51.975822335997876,pomegranate
35.146692743656175,48.75850036759562,29.749337611668302,28.233280974231143,52.136556534962985,7.236125733595442,99.3894313517311,pomegranate
23.081908982753465,34.80747889421701,28.10480361860136,33.24707498112178,57.08126733232608,7.252949835006549,81.40045476875356,pomegranate
46.128628238219314,45.6796519148712,35.937434158827124,29.115269260511006,56.8646426023436,7.393735915416414,86.89405333001429,pomegranate
37.382746580233864,37.15504314311899,29.397641954474974,30.835303663562335,53.61327615672944,6.6759037623491295,81.41858809898825,pomegranate
46.16279073277238,34.12862978763832,36.13451862973817,35.657383309331344,56.23230730790168,7.174891349055542,60.6976748594783,pomegranate
46.8272837543673,30.998189336451908,26.20234781286467,24.46786398076657,51.0080727239369,7.160880080606634,81.76100604530365,pomegranate
31.223263605600774,31.295909109274383,33.491335794755386,36.204226761594384,53.61732302165424,7.259343981176206,85.07420808067869,pomegranate
35.87455560091237,37.669472307069604,24.189837221453406,25.844453326465924,59.7835755542873,6.568091678762756,96.33535160704083,pomegranate
29.236003249862684,45.83209626116921,37.871904419385984,32.222153449590515,59.16387399685016,6.567425834034587,90.85849403297654,pomegranate
43.851759799298875,29.222284766638936,39.453183434683694,37.305414549691065,54.510660083160055,7.112380810400929,74.81919652792004,pomegranate
36.97780086500801,36.17236606714329,20.15612488941563,29.231438271786807,54.11224180835194,7.0529803137586065,82.13555403918164,pomegranate
37.62000049875616,27.335681857745563,21.627881347554315,34.79220262133604,59.228479491877245,6.985545116258628,50.1938317880788,pomegranate
21.830092159899053,28.981589279335076,33.378763847828516,33.05086649538116,54.24285013877281,6.988401841416623,55.00621780646989,pomegranate
28.218065948527872,46.0349469036391,34.50043971978473,35.61635192311776,58.369684714345624,7.332534000127845,93.60658890920237,pomegranate
37.78235828517842,48.8142734342007,25.467791341175612,25.218558857446006,51.399253509337974,7.256708848913706,65.50207308587049,pomegranate
24.15047553306683,46.41777252190779,21.588453800217977,22.66438649308653,54.58608590594109,6.616741265270607,50.764845951636175,pomegranate
20.001019684484962,48.96729363925881,30.996323758819344,30.352311146576728,58.4386244048758,6.958027167249058,92.62524272595127,pomegranate
28.283677119559815,34.61669312063647,21.35281359894011,23.161472459602145,56.02328086031662,7.466033022148563,56.56002926884526,pomegranate
28.469471649404458,41.59770937800682,37.9026601374853,36.79600597319345,56.58037008076472,7.392673961744964,78.6558402121742,pomegranate
29.72349372589619,30.284433204044866,20.746645713586993,25.270419704369367,57.6595103580315,6.546499395071712,98.32885929901624,pomegranate
49.518062177647224,40.094134465004046,31.72879261226846,29.328485933051965,51.06303153380725,6.990888075904136,60.925355346577035,pomegranate
36.114010668857176,32.27869820186172,33.464299709193384,36.14396518394834,58.19035256733284,7.108769527235888,78.77211327543327,pomegranate
31.94132649376391,34.429581910909846,28.08167346642138,36.854445312523154,51.73975281496474,7.250466035338165,93.67053681425273,pomegranate
49.338499509318694,44.37811482330376,33.64007463358569,21.995809057563775,53.265785250945065,6.793413173065668,99.02351557880905,pomegranate
25.31906012735252,28.678821558657834,29.945584935993978,32.336919833188844,51.322758808320415,6.698628885170468,88.72063569741023,pomegranate
40.98888669988225,26.037259104565795,35.18714168109665,28.9116934672885,54.22373806829928,7.369663174105277,63.55468477200547,pomegranate
28.484901053854134,49.454177447634166,23.36241241743259,34.91270077705883,56.96065361603698,7.3251199279223655,94.27243618207439,pomegranate
30.518480387097735,32.84138390169786,25.27579500616891,22.204225788788385,54.1570353954379,6.749913973673875,67.38270660030662,pomegranate
41.83640636570256,44.83340520418868,37.190323662735885,29.53183915100059,54.46495650182081,7.466213516526362,75.52534771853851,pomegranate
28.338219920332254,35.77763306671811,29.27347157791762,28.676387838517726,51.4049154511004,6.968460006003453,74.44177598849492,pomegranate
46.43141091078465,33.97006255922781,24.263595714000523,31.92257876396647,57.298685002857,6.94892284599399,78.00262180902749,pomegranate
29.506886478164006,36.687630758957226,22.50551001482982,31.139512868308856,58.15110693707048,6.737850261006874,92.66989449978612,pomegranate
38.21606973244427,42.79688591014203,32.71130469437959,37.54759546397494,57.56960681654488,7.151267643924647,82.61517535050281,pomegranate
30.672788487189578,40.699985452067956,33.320331478023306,34.65820382802103,50.88325808465705,6.915742328803396,61.154217083666694,pomegranate
42.163079659588774,32.425851644670104,38.946761890696735,26.167001866864986,58.498368831909566,6.524425283963267,92.62304454451832,pomegranate
37.24434750034612,41.709970530443314,23.17180496023901,21.473911470060326,56.27152632849559,6.702659554216559,82.11340296541084,pomegranate
20.317272039523246,37.73246487367947,22.43366656448971,37.054206330921225,52.18425432199453,6.573187217924458,64.23722213591336,pomegranate
24.181124505386634,42.730666735974495,34.01191953494063,22.884382862555555,56.97230626259164,7.4346699068244595,58.16247846973995,pomegranate
29.807375013023766,31.343523524933737,24.980958492498072,25.543801770957405,52.40895379784523,7.484581798148634,70.23631423480614,pomegranate
35.0522377381169,41.38055851912165,29.32970909692685,25.194593508889326,56.265163848634856,6.931866232666145,73.4203672000967,pomegranate
32.96955899307232,27.51169531343666,27.053926307927572,30.921243630972867,58.15293394626068,6.994343167143231,54.32155777685187,pomegranate
47.29307738264336,43.786515564859286,24.43159113262547,27.701285255780917,52.1679778440023,6.730924091872937,52.00103356283267,pomegranate
22.11521757629155,49.317198304631326,28.361466591587934,31.59223169301677,54.51945542783951,7.207325900952873,55.751951835328356,pomegranate
46.11865601816747,47.8239692466644,35.11111697932022,22.97012393490615,58.20561301139295,7.387332072965409,81.16659757108732,pomegranate
31.98765862287657,35.999726184188134,34.984798069859416,20.457072384350887,51.94343885943972,7.447076498968842,75.14077451898851,pomegranate
35.25428319314528,42.06824658642114,20.296262837407063,22.705687568746526,57.909054923464936,7.494221072750975,83.89003193328793,pomegranate
45.34737612592684,42.72054726547534,33.068944721292254,32.55536613837286,52.2945362918465,7.325026548135302,91.05343476751789,pomegranate
45.965203952766956,32.24734104475565,22.77164693815638,22.891326121078098,53.270903933944574,7.376658841175261,75.59810634581825,pomegranate
38.75250363183541,27.928709601225034,28.973494651768355,29.951793962932253,50.9867435008684,7.4542920551834655,51.00300357446663,pomegranate
36.08024560714888,49.23427658917265,36.219250980043896,37.668519121828176,55.41194811291264,7.4087906070255976,54.413292633395244,pomegranate
27.505102516990505,43.73464671786824,23.40749300396474,22.79608465155937,59.46427052210872,6.851574568613215,60.55104330551934,pomegranate
46.27633696466785,28.91338357534199,27.895067159400824,29.86139220201404,57.313658956947336,6.574406293942982,89.56903542101928,pomegranate
30.168994015627824,31.161829395878193,37.7655788332725,36.87430575930811,59.323336776709134,7.390780674692958,54.97772185385672,pomegranate
40.82360687938328,26.494001900593624,28.565109943971038,31.16563782496795,57.490445921632684,7.138396130049831,52.42317096380065,pomegranate
27.26292622749857,42.9917988597533,26.613907581777806,37.477666395919876,52.46205564517938,7.340463161247857,76.94969318505977,pomegranate
47.00897187982797,48.318345266220085,33.2575848670545,24.795146688606046,50.26302349104266,6.632249944593323,83.23359159035985,pomegranate
25.782161558981706,34.431252164879496,28.177649293968656,34.11355763235726,51.234614806151,7.289405817189384,55.497385221158126,pomegranate
20.411024008157394,36.27334227897583,29.92942300413221,29.31734319002358,58.09350932280658,6.850433279709507,88.62656286367013,pomegranate
25.15909500271782,40.17097757825398,22.831327779895293,37.10869360675203,53.929387282316796,7.348108429610861,96.26029836461457,pomegranate
33.2596986246658,31.75132233873711,26.876965696697624,25.610898526071548,52.921585842437075,6.544668375597579,53.3326201179201,pomegranate
31.473627753344466,33.13734626252897,25.645762187220278,21.606465061608336,51.91246276125045,7.087919218630956,90.00804870556084,pomegranate
38.915425637997856,30.921579105209524,29.625565923803077,37.37162634837289,51.131776004087364,6.614541465074504,92.44404225824059,pomegranate
42.22497908824373,36.77698947619929,23.704022344480332,37.902606106449326,55.68625229078695,6.670282900591116,55.97176302760391,pomegranate
40.85303331304375,47.372960548804755,20.681814890519348,28.36804833658058,56.218163394023975,7.3963773985869645,74.90142421467732,pomegranate
25.974425818798608,48.938020552933295,27.901622507528767,28.417534997710835,54.72291840644904,7.497782194938811,99.91195514696531,pomegranate
34.38596590873239,47.724045886606774,31.93521547092188,22.917259546622272,51.562247504114026,6.650874752045243,59.11748517049122,pomegranate
21.85196407510984,44.883542296453925,30.40205334959325,37.4997294398745,55.01019412879393,7.09996476801668,67.42620567071312,pomegranate
38.7582043904919,49.1379314911088,23.87342188012154,34.85253702938976,54.01631923873787,6.595387682471818,64.6459624376947,pomegranate
25.5701839190719,34.90822722298743,20.29461921583072,21.709929875152152,55.58465654703387,6.7509490184025385,50.78828319236616,pomegranate
45.75660409912744,49.87447549795536,36.97988169228509,25.806182953087802,59.08681363458675,7.121529630414061,78.16968943087251,pomegranate
38.26007647626141,48.12747784416564,24.926140483459356,30.01424090264245,57.65415542408806,7.2521377759151315,71.2840391788788,pomegranate
40.29045589872954,35.06119182481441,38.798604215041365,25.42917813291789,50.99341664681911,6.93772714589459,98.91860958902922,pomegranate
45.77354823350294,25.926870296376666,26.650189194245687,37.29336326389674,54.96189433062473,6.601312409152205,51.98235263153446,pomegranate
31.983447456061064,31.249976747928514,30.39925057873092,29.786287452782588,56.58929013389741,6.703172826462047,61.17548522305776,pomegranate
22.351145094644576,29.938520729853813,34.28208961719237,36.93400578917566,55.1752510721593,7.200853917801643,84.99500025580915,pomegranate
37.18950210801177,25.223248318021014,32.73148215805948,22.309323819073903,56.851889653018084,6.650136808938108,73.46419163031995,pomegranate
22.083719998925815,28.625780152032853,37.82770279240533,37.574372545231306,53.92176858449453,7.26028413714868,63.09329818823609,pomegranate
26.2329808803638,25.075226636854474,27.908732672560728,25.96652282919483,57.230239286057945,7.0404723198219825,84.20456026185659,pomegranate
28.15403588582131,48.71646788421028,36.6820933772339,34.48110283851515,59.394520238410024,7.49403588490433,53.289988396389475,pomegranate
33.29232250187731,30.434039733776395,25.996220703427454,32.515461852615985,55.12421717209994,7.1005963048838945,56.02684921846565,pomegranate
45.91895713075094,28.552898275036558,23.60291608626314,29.545671370410176,57.688809749465705,7.025485097116146,96.76662294273532,pomegranate
30.588414275450777,40.85014466711267,21.401645017818943,25.296401203299226,54.5851857334727,7.030638664368471,55.22286761888158,pomegranate
32.32517212743865,36.32492217604539,37.142093717733005,24.936257039056326,50.48599752901946,6.7780415905391,64.94488131012696,pomegranate
28.09656128379894,35.61574045614621,39.6750790662798,26.34336538033542,55.32357048827946,7.055646452359323,58.938774473005594,pomegranate
31.093848675225093,25.793257005986952,28.93612255623595,32.437280790474226,55.974382661901565,7.249776527086027,77.78248165605336,pomegranate
49.305692156040884,26.255480204335043,26.36808839905992,24.070682589522825,57.240618355665546,7.307401875587302,54.51793904562739,pomegranate
48.60244547310725,29.904822239098444,36.18646945544404,34.72767712326869,52.31404643348934,7.40169626418415,57.39501889611308,pomegranate
37.87144495380848,47.56379510654204,38.35549287470204,25.98010198679763,58.71737819028317,7.184265087364206,89.83229653657577,pomegranate
43.165956041141825,44.26323486671502,30.899199119482105,34.87533567017235,52.671808089779546,6.539415457990501,78.72243884414158,pomegranate
38.829362121614494,36.36382337447286,38.75978876444665,32.619794241701484,51.44090916254983,6.6428683504663555,53.458570857257,pomegranate
24.07662885970836,36.12795561463848,38.05632861327919,32.55443811283975,57.92715216310468,6.6583701777977335,88.8977346603202,pomegranate
41.62325241901491,48.699176098169815,36.12005011390501,29.548374839539395,51.899413935728944,6.600933913042364,69.14488600355311,pomegranate
36.65841603396268,32.91445995797733,29.00441561679014,27.06057812761219,50.04195422857406,7.220603474874368,99.26317457385929,pomegranate
35.84269055544572,28.418922344434584,24.024599395447627,26.900768130994198,58.82579363128061,7.056756832775294,77.00070863577751,pomegranate
28.43826403313188,41.79881242323712,33.71625503677756,21.940910419834694,53.848159756067524,6.720166712875333,51.9392990340471,pomegranate
33.33826630124577,40.51393497202637,20.40545166639471,27.81339715187344,55.97661515763927,6.606752529174167,96.77831777159247,pomegranate
27.97732419402083,40.163985115438784,20.77592337396461,24.001104640363266,53.4394999973208,6.853944071014915,66.58072418102813,pomegranate
43.347517831151606,40.13985591985628,25.363271442440883,32.97905375677148,52.24770448844587,6.525841653368947,69.50983836146202,pomegranate
45.06328502951065,45.94100879199326,20.06200819262778,24.324194530587743,50.3824938249718,7.315552021167919,82.57641159224218,pomegranate
22.6993341354465,45.60069179179683,26.91254907024755,31.98279143676171,50.31199132243752,7.1879656186595895,80.04175466957795,pomegranate
29.428258321835145,45.244986209714945,38.06027461061049,36.798050678725474,54.284737398681145,6.982609566463516,79.39628142100437,pomegranate
32.91928047924026,34.13953280184164,32.772104641309085,26.4933022066402,56.153010190616165,7.176320571290897,72.52598500521928,pomegranate
21.620832714378288,29.391508534936328,28.540953121335217,29.072503672347686,58.08025182186503,7.221804056176738,98.75616060706352,pomegranate
44.87263437057247,43.55998839540423,32.914504812172126,37.710850985752955,58.58634930821609,6.519375534424414,71.81583369353402,pomegranate
30.720492549201747,30.869061675240513,20.559969873650097,23.00372850464063,53.497617029384266,7.105557377265885,88.74085693767955,pomegranate
34.29746271443975,39.37312936744352,34.4069973269774,36.3450905840829,59.11934329065194,7.304540462593857,51.55872974168611,pomegranate
